[ 14059]
[sable, 1]
[sabrac 1]
[sabrag, 1]
[sackman, 1]
[sacrificing 1]
[safe 3]
[safe. 3]
[safeguards 1]
[safely 2]
[safely. 1]
[safety 1]
[sag, 1]
[sager, 2]
[said 2]
[saint 1]
[sakai, 1]
[sakai-cocke's 1]
[sake 1]
[salaries, 3]
[salary 2]
[salasin, 1]
[salazar, 2]
[sale, 5]
[sales 1]
[salesman 4]
[salesman" 1]
[salient 1]
[salton, 7]
[saltzer, 4]
[salzer, 7]
[sambles, 1]
[same 81]
[same. 1]
[samelson 1]
[samelson, 3]
[samelson,k. 1]
[samet, 3]
[sammet, 8]
[sample 25]
[sample, 1]
[sample. 1]
[sampled 5]
[sampled-data 1]
[samples 3]
[sampling 19]
[sampling, 3]
[sampson, 1]
[sams, 3]
[san 4]
[sanborn, 1]
[sand 1]
[sanders, 1]
[sangren, 5]
[sannon 1]
[santa 1]
[sap-like 1]
[sarafyan, 2]
[sard 3]
[sarwate, 1]
[sashkin, 2]
[sasser, 1]
[sassouni, 1]
[satellite 3]
[satellites. 1]
[satisfaction 1]
[satisfaction, 1]
[satisfactions 1]
[satisfactorily 2]
[satisfactory 12]
[satisfactory. 5]
[satisfiability 1]
[satisfied 8]
[satisfied, 3]
[satisfied. 1]
[satisfies 7]
[satisfy 14]
[satisfy, 1]
[satisfying 8]
[satterthwaite, 1]
[sattley, 2]
[saturation 3]
[saturation, 1]
[saturation. 1]
[sauer, 2]
[savage, 1]
[savastano 1]
[save 4]
[saved 4]
[saving 9]
[savings 14]
[say 2]
[saying 1]
[saylor, 1]
[sayre, 1]
[sba 2]
[s-c 1]
[scalar- 1]
[scalars, 1]
[scalars. 1]
[scalar-valued 1]
[scale 22]
[scale. 5]
[scale; 1]
[scale1, 1]
[scale2, 1]
[scale3 1]
[scale-at 1]
[scaled, 1]
[scales 3]
[scaling 7]
[scaling, 1]
[scalzi, 1]
[scan 25]
[scan" 1]
[scan, 1]
[scan. 1]
[scanned 4]
[scanned-display 2]
[scanned-display, 1]
[scanner 2]
[scanner, 2]
[scanners 4]
[scanners, 1]
[scanning 12]
[scanning, 2]
[scans 3]
[scans, 1]
[scantlebury, 1]
[scarce 1]
[scarpino, 1]
[scatter 34]
[scattered, 1]
[scenario 1]
[scene 6]
[scene. 2]
[scenes 1]
[schachter, 1]
[schaefer, 1]
[schaffer, 1]
[schaffert, 1]
[schansman, 1]
[schatzoff, 1]
[schay 1]
[schecher, 1]
[schedule 13]
[schedule, 2]
[schedule,school 1]
[schedule. 2]
[scheduled 5]
[scheduled, 1]
[scheduled. 2]
[scheduler 3]
[scheduler, 3]
[scheduler. 1]
[schedulers 3]
[schedulers, 1]
[schedulers. 1]
[schedules 3]
[scheduling 108]
[scheduling) 1]
[scheduling, 46]
[scheduling,multiprogramming, 1]
[scheduling: 1]
[scheff, 2]
[scheifler, 1]
[scheinok, 1]
[schemata, 1]
[schematic 1]
[scheme 107]
[scheme, 10]
[scheme. 6]
[schemes 17]
[schemes, 4]
[schemes. 3]
[scheuermann, 1]
[schick, 1]
[schkolnick, 1]
[schlater, 1]
[schlesinger, 2]
[schmeiser, 1]
[schmeiser,b. 1]
[schmid, 1]
[schmittroth, 1]
[schneeberger, 1]
[schneider, 4]
[scholar. 1]
[scholten, 1]
[school 19]
[school, 1]
[schools 3]
[schools, 1]
[schools. 3]
[schorr, 1]
[schrack, 7]
[schrodinger 1]
[schroeder, 3]
[schubert, 4]
[schuegraf, 2]
[schuff, 1]
[schultz, 2]
[schumacher, 1]
[schumaker, 3]
[schur 1]
[schurmann, 1]
[schwab, 1]
[schwachheim, 2]
[schwarcz, 1]
[schwartz 1]
[schwartz, 10]
[schwarz, 1]
[schweikert 1]
[schweikert, 1]
[schwetman, 1]
[scidmore, 1]
[science 103]
[science, 17]
[science. 9]
[science.thus, 1]
[science: 2]
[science-1976 2]
[science-a 1]
[science-preliminary 1]
[sciences 11]
[sciences" 1]
[sciences, 1]
[sciences. 2]
[science-seminars 1]
[scientific 26]
[scientist 2]
[scientist, 1]
[scientists 7]
[scientists, 1]
[scientists. 1]
[scope 11]
[scope, 1]
[scope. 3]
[scores 1]
[scores. 1]
[scoring 1]
[scott 2]
[scott, 3]
[scowen, 2]
[screen 1]
[screen. 5]
[screening: 1]
[script 2]
[scroggs, 1]
[scroll 2]
[scroll. 1]
[s-curve: 1]
[s-d 1]
[sd(g,x) 2]
[sd(gs,x) 2]
[sdc-arpa 1]
[s-dimensional 1]
[sds-930. 1]
[se 1]
[se. 1]
[seals, 1]
[search 167]
[search, 41]
[search. 4]
[search/fast 1]
[search/slow 1]
[searched 7]
[searched. 3]
[searcher 1]
[searches 4]
[searches), 1]
[searches, 1]
[searches. 1]
[searching 52]
[searching, 39]
[searching. 1]
[searching: 1]
[seats. 1]
[sebastian, 1]
[sec 1]
[sec, 1]
[secant 5]
[second 67]
[second) 1]
[second). 1]
[second, 9]
[second. 3]
[secondary 29]
[second-degree 2]
[second-level 1]
[second-order 1]
[seconds 1]
[secrecy 4]
[secret 5]
[secret, 1]
[secret. 1]
[secretaries 1]
[secrets, 1]
[section 21]
[section" 2]
[section, 3]
[sectional 3]
[sections 9]
[sections, 3]
[sector 1]
[secure 13]
[secure, 1]
[securely 1]
[securely. 1]
[security 34]
[security, 25]
[security. 3]
[security: 1]
[sedelow, 1]
[sedgewick, 1]
[see 5]
[seek 9]
[seekers 1]
[seeks 3]
[seem 6]
[seemed 1]
[seemingly 1]
[seems 20]
[seen 7]
[sefton, 2]
[seful 1]
[segment 20]
[segment, 2]
[segmentation 22]
[segmentation, 20]
[segmentations 1]
[segment-based 1]
[segmented 5]
[segmenting 1]
[segments 23]
[segment's 1]
[segments, 2]
[segments-about 1]
[selden, 1]
[seldom 2]
[select 7]
[selectable 1]
[selected 21]
[selected. 1]
[select-for 1]
[selecting 17]
[selecting, 2]
[selection 42]
[selection, 5]
[selection. 1]
[selection: 1]
[selections 1]
[selections, 1]
[selective 12]
[selectively 1]
[selectivity 2]
[selecton. 1]
[selects 4]
[self-checking 1]
[selfcipher: 1]
[self-contained 5]
[self-defeating. 1]
[self-extending, 1]
[self-generating 2]
[self-inverse 1]
[self-judgment 2]
[self-modifying,tree-searching, 1]
[self-organization 1]
[self-organizing 1]
[self-organizing, 1]
[self-program, 1]
[self-repair 1]
[selfridge, 1]
[self-scaled 2]
[self-searching 1]
[self-stabilization, 1]
[self-stabilizing 1]
[self-starting, 1]
[self-teaching 1]
[self-test 1]
[sellers, 1]
[selvester, 1]
[semantic 48]
[semantic, 1]
[semantical 2]
[semantics 34]
[semantics). 1]
[semantics, 17]
[semantics. 3]
[semantics; 1]
[semaphore 4]
[semaphore, 1]
[semaphores 5]
[semaphores). 1]
[semaphores, 7]
[sembegs 5]
[sembegs. 1]
[semesters 1]
[semiautomatic 5]
[semi-automatic 5]
[semiconductor 1]
[semidirect 1]
[semi-iterative 1]
[semi-markov 7]
[seminar 1]
[semiotic 1]
[semiotics 2]
[sen, 1]
[send 1]
[senders 1]
[sending 2]
[sengupta, 1]
[senko, 2]
[sense 21]
[sense) 1]
[sense, 2]
[sense. 2]
[sensing 1]
[sensitive 10]
[sensitivities 2]
[sensitivity 1]
[sensor, 1]
[sensors, 1]
[sent 3]
[sentence 21]
[sentence, 1]
[sentence. 2]
[sentences 28]
[sentences, 4]
[sentences. 3]
[senzig, 1]
[separability, 1]
[separable 4]
[separable, 2]
[separate 23]
[separated 6]
[separately 10]
[separately, 1]
[separates 3]
[separation 9]
[separation, 1]
[separations. 1]
[seppanen, 1]
[september 1]
[sequel 3]
[sequence 68]
[sequence, 5]
[sequence. 3]
[sequenced 1]
[sequencers 2]
[sequencers, 1]
[sequences 31]
[sequences, 3]
[sequences. 4]
[sequencing 14]
[sequencing, 3]
[sequency 2]
[sequential 50]
[sequential" 2]
[sequential, 2]
[sequential-cyclic 1]
[sequentially 6]
[sequentially, 1]
[seraphin, 1]
[serial 19]
[serial. 2]
[serial-by-bit 3]
[serially 1]
[serially. 1]
[serials, 1]
[series 92]
[series, 26]
[series,and 1]
[series. 5]
[series: 1]
[serious 9]
[serrev 1]
[serve 19]
[served 1]
[server 2]
[server, 1]
[servers 1]
[servers. 1]
[serves 10]
[service 31]
[service, 2]
[service. 5]
[serviced 1]
[services 9]
[services, 2]
[services. 3]
[services: 1]
[services; 1]
[servicesystem 1]
[servicing 1]
[serving 2]
[session 1]
[session. 1]
[sessions. 1]
[set 297]
[set" 2]
[set) 1]
[set, 29]
[set," 1]
[set. 9]
[set; 1]
[set-covering 1]
[sethi, 1]
[setl 1]
[set-partitions 1]
[sets 61]
[sets, 11]
[sets. 5]
[set-theoretic 5]
[set-theoretically 1]
[setting 3]
[setting, 1]
[settings 2]
[set-up 1]
[sevcik, 1]
[seven 3]
[several 186]
[severance, 2]
[severe 4]
[severely 1]
[sexagesimal 1]
[sezak, 1]
[s-graphs 1]
[shaded 3]
[shades 1]
[shading 5]
[shading, 3]
[shadow 6]
[shafer, 1]
[shafer,d. 1]
[shaffer, 1]
[shafts 1]
[shall 1]
[shalla, 1]
[shallow 8]
[shallow[], 1]
[shaman, 1]
[shamir, 3]
[shampine, 1]
[shanks 2]
[shanno, 1]
[shannon 4]
[shannon, 1]
[shannon's 1]
[shantz, 2]
[shape 12]
[shape) 1]
[shape. 1]
[shaped 1]
[shapes 6]
[shapira, 2]
[shapiro, 5]
[shapley 1]
[sharable 1]
[share 15]
[shared 24]
[sharer 1]
[sharer, 1]
[sharer2 1]
[sharing 42]
[sharing, 17]
[sharing. 3]
[sharo, 1]
[sharp 1]
[sharp, 2]
[sharply 1]
[sharply. 1]
[shattering 1]
[shavell, 1]
[shaw 1]
[shaw, 7]
[shear 1]
[shedler, 4]
[sheets 1]
[sheil, 1]
[shell, 3]
[shellsort 4]
[shellsort, 1]
[shen, 3]
[sheng-chuan 1]
[shepard, 1]
[shepherd, 2]
[shere, 1]
[sheridan, 1]
[sherman, 4]
[shift 19]
[shifted 1]
[shifted, 1]
[shifter, 1]
[shifting 5]
[shiftregister 1]
[shift-register 4]
[shifts 2]
[shifts, 2]
[shifts. 1]
[shimrat, 4]
[ships 1]
[shneiderman, 4]
[shock 2]
[shoffner, 1]
[shooting 2]
[shore, 2]
[short 16]
[short, 1]
[shortcomings 4]
[shorten 2]
[shortening 1]
[shorter 3]
[shortest 14]
[shortest-access-time-first, 1]
[shortest-latency-time-first 4]
[shortest-latency-time-first, 1]
[shortest-path 1]
[shorthand 1]
[shortly 1]
[shoshani, 1]
[shostak, 1]
[should 60]
[should: 2]
[show 40]
[showed 6]
[showing 11]
[showing, 1]
[shown 220]
[shown, 6]
[shown. 7]
[shows 33]
[shrager, 1]
[shrinking 3]
[shrinking, 1]
[shriver, 2]
[shu, 1]
[shubin, 1]
[shuchter, 1]
[shuffle. 1]
[shumway, 1]
[shuttle 3]
[shuttlesort 1]
[shwayder, 3]
[sibley, 2]
[side 8]
[side. 1]
[side-effect 2]
[side-effects. 1]
[sides 2]
[siegel, 1]
[sieve 6]
[sieve, 1]
[siewiorek, 1]
[sight 2]
[sighted 1]
[sigillito, 1]
[sign 12]
[sign, 2]
[signal 10]
[signal, 1]
[signaling 2]
[signaling, 1]
[signals 4]
[signals. 3]
[signature 6]
[signature, 2]
[signature. 1]
[signatures 4]
[signatures, 1]
[signatures. 1]
[signed 1]
[signer 1]
[significance 12]
[significance, 3]
[significances 1]
[significant 60]
[significant, 3]
[significant. 2]
[significantly 17]
[significantly, 1]
[significantly. 1]
[signs 2]
[signs, 1]
[silence" 1]
[siler, 2]
[silver, 2]
[silverman, 1]
[silver's 1]
[similar 67]
[similar;only 1]
[similarities 3]
[similarity 11]
[similarly 3]
[similarly. 1]
[simmons, 7]
[simoes 4]
[simoes, 1]
[simon 1]
[simon, 1]
[simonsen, 1]
[simper 1]
[simple 183]
[simple, 10]
[simple. 2]
[simplemented 1]
[simpler 10]
[simpler. 1]
[simplest 1]
[simplex 17]
[simplicity 13]
[simplicity. 2]
[simplification 11]
[simplification, 6]
[simplification. 2]
[simplification: 1]
[simplifications 3]
[simplified 9]
[simplified, 1]
[simplified. 3]
[simplifies 10]
[simplify 11]
[simplifying 5]
[simply 14]
[simply. 1]
[simpson 1]
[simpson's 18]
[simpson's, 1]
[simpson's. 1]
[sims, 1]
[simscript 7]
[simscript- 1]
[simscript, 1]
[simscript-fortran 1]
[simula 2]
[simula, 1]
[simula-an 1]
[simulate 7]
[simulated 14]
[simulated, 1]
[simulated. 3]
[simulates 6]
[simulating 11]
[simulation 153]
[simulation, 66]
[simulation,event 1]
[simulation. 5]
[simulation: 1]
[simulation-discussion 1]
[simulation-models, 1]
[simulation-only 1]
[simulations 14]
[simulations, 1]
[simulations. 3]
[simulation-tested 1]
[simulator 8]
[simulator, 1]
[simulators 1]
[simulators, 3]
[simulators,but 1]
[simultaneity 3]
[simultaneous 33]
[simultaneously 16]
[simultaneously, 3]
[simultaneously. 3]
[simultaneously; 1]
[simultaneously? 1]
[sin, 1]
[sin. 1]
[since 63]
[sine 4]
[singer, 1]
[single 65]
[single, 2]
[single-bit 1]
[single-channel, 1]
[singled 1]
[single-error 1]
[single-level 2]
[single-point 1]
[single-precision 1]
[single-reel 1]
[single-rule 1]
[singles 1]
[single-step 2]
[singleton 1]
[singleton, 10]
[single-valuedness 1]
[single-variable 1]
[single-word 2]
[singly 2]
[singly, 1]
[singular 9]
[singularities 2]
[singularities, 1]
[singularity 3]
[singularity, 1]
[singularity. 3]
[sintzoff, 1]
[sisson, 1]
[sitar 1]
[sitar, 1]
[sitar: 2]
[site 1]
[sites 3]
[sites, 1]
[sitton, 1]
[situation 12]
[situation, 3]
[situation. 3]
[situations 12]
[situations" 1]
[situations, 4]
[situations. 5]
[six 13]
[six, 1]
[six-part 1]
[six-plane 1]
[sixth 1]
[sizable 1]
[size 97]
[size(i)=size(i-1)+size(i-k(i)) 1]
[size) 1]
[size, 11]
[size. 6]
[size; 2]
[sized 3]
[sizes 18]
[sizes, 10]
[sizes. 5]
[sizes: 1]
[sjp 1]
[skeletal 2]
[skeleton 8]
[skeleton) 1]
[skeleton, 1]
[skeleton. 2]
[skeletons 3]
[skeletons. 1]
[sketch 1]
[sketched. 3]
[skew 2]
[skewed 2]
[skill 4]
[skill; 1]
[skills 3]
[skills, 2]
[skin 3]
[skinner, 1]
[sklansky, 1]
[skovgaard, 1]
[sl5 2]
[slagle 1]
[slagle, 6]
[slagle's 1]
[slander 2]
[slang 1]
[slater, 1]
[slater-type 3]
[slicing 1]
[slicing, 1]
[slight 2]
[slightly 11]
[slip 6]
[slip) 1]
[slip, 3]
[slip. 1]
[slit) 1]
[slocum, 1]
[slog(s)n, 1]
[slope 1]
[slope. 1]
[slope-intercept 1]
[slots 2]
[slow 19]
[slow, 1]
[slower 9]
[slowly 4]
[slr 1]
[slr(1) 1]
[slr(k) 2]
[slr(k), 1]
[sltf 5]
[sltf, 1]
[sluis, 2]
[slutz, 2]
[slysz, 1]
[smalgol-61 1]
[small 101]
[small- 1]
[small, 3]
[smaller 16]
[smallest 7]
[smallest) 1]
[small-sample 1]
[small-scale 2]
[smart 1]
[smillie, 2]
[smith 3]
[smith, 39]
[smoker's 2]
[smoliar, 2]
[smoot, 1]
[smooth 12]
[smooth-curved 1]
[smoothed 1]
[smoothing 6]
[snedecor 1]
[snell, 1]
[snobol 9]
[snobol, 2]
[snobol4 4]
[snobol4, 3]
[snobol4. 1]
[snobol's 1]
[snow, 1]
[snyder, 1]
[so 87]
[so, 2]
[so-called 6]
[social 29]
[social, 3]
[societal 1]
[societies 2]
[societies, 2]
[society 6]
[society- 1]
[society, 1]
[society. 4]
[society: 1]
[socio-economic-political 1]
[sociological 1]
[sociologists, 1]
[sociology 1]
[soda 1]
[software 114]
[software, 16]
[software. 4]
[software-hardware 1]
[soil 1]
[sol. 1]
[soland, 1]
[solely 4]
[solid 11]
[solids 6]
[solids, 1]
[solids.quite 1]
[solid-state 1]
[solomon 2]
[solomon, 3]
[soluble 1]
[solution 214]
[solution" 1]
[solution, 13]
[solution. 12]
[solution; 1]
[solution-part 1]
[solutions 47]
[solutions" 1]
[solutions, 4]
[solutions. 12]
[solvable 1]
[solve 32]
[solve. 1]
[solved 19]
[solved, 1]
[solved. 2]
[solver 3]
[solver. 1]
[solves 5]
[solving 59]
[solving, 3]
[solving,dominoes, 1]
[somalvico, 1]
[some 339]
[some. 1]
[someone 2]
[something 2]
[sometimes 7]
[sometimes, 1]
[somewhat 12]
[somewhere 1]
[sonquist, 1]
[soon 2]
[sophisticated 15]
[sophisticated, 1]
[sophistication 4]
[sor 1]
[sort 43]
[sort) 1]
[sort). 1]
[sort, 8]
[sort. 1]
[sorted 3]
[sorted, 1]
[sorting 95]
[sorting) 1]
[sorting, 32]
[sorting,minimal 1]
[sorting. 2]
[sort-merge 1]
[sorts, 1]
[sought 4]
[sought. 1]
[soule, 1]
[sound 7]
[sound. 1]
[soundness 1]
[sounds 3]
[source 60]
[source, 4]
[source. 3]
[source-language 4]
[sources 3]
[sources. 1]
[south 1]
[southern 1]
[soviet 7]
[soviet-built 1]
[sp/1, 1]
[sp/2,...sp/8. 1]
[sp/k 3]
[sp/k, 1]
[sp/k: 1]
[space 95]
[space- 1]
[space) 1]
[space, 15]
[space,retrieval, 1]
[space. 16]
[space/time 1]
[space; 1]
[spaced 3]
[space-efficient 1]
[space-forms. 1]
[spacek, 1]
[space-optimal 1]
[space-recovery 1]
[spaces 3]
[spaces, 1]
[spaces. 1]
[space-shading 1]
[space-sharing 2]
[space-sharing, 1]
[space-time 3]
[space-utilization 1]
[span 3]
[span-dependent 2]
[spanning 25]
[spark-chamber 2]
[sparse 21]
[sparsely 1]
[sparsity 2]
[spath, 6]
[spatial 7]
[spatially-multiplexed 1]
[speakers 1]
[speakers, 1]
[speaks 1]
[special 104]
[special"read-interlock" 1]
[specialist 1]
[specialists 2]
[specialists. 2]
[specialization, 1]
[specialized 11]
[specializing 1]
[specially 3]
[specialty 1]
[specifiability, 1]
[specific 53]
[specifically 13]
[specifically, 6]
[specification 48]
[specification, 14]
[specification. 3]
[specifications 22]
[specifications, 5]
[specifications,program 1]
[specifications. 6]
[specifications; 1]
[specified 49]
[specified, 1]
[specified. 2]
[specified.detailed 1]
[specifies 9]
[specify 10]
[specifying 11]
[speckhard, 2]
[spectra 7]
[spectral 11]
[spectroscopy 1]
[spectrum 4]
[spectrum. 1]
[speculations 1]
[speech 10]
[speech. 1]
[speed 51]
[speed, 8]
[speed. 8]
[speeded 1]
[speeds 6]
[speeds. 2]
[speed-versus-density 1]
[speierman 1]
[spelling 10]
[spend 1]
[spending 1]
[spent 5]
[speroni, 3]
[sperry 2]
[sperry-rand 1]
[sphere 4]
[sphere, 1]
[spheres 2]
[spherical 5]
[spherically 1]
[spheroidal. 1]
[spin 1]
[spinning 1]
[spinrad, 2]
[spite 4]
[spitzen, 1]
[spline 24]
[spline, 7]
[spline,spline 1]
[spline. 1]
[spline-like 1]
[splines 9]
[splines) 1]
[splines, 6]
[splines. 3]
[split 8]
[split, 1]
[splits 1]
[splitting 4]
[splitting, 1]
[splitting. 1]
[spohn,m. 1]
[spoil 1]
[spoken 3]
[spoken-word 1]
[sponsored 3]
[spots 2]
[spr 2]
[spr. 1]
[sprague 1]
[sprague, 1]
[spread 1]
[sprott, 1]
[sprugnoli, 1]
[spruth, 1]
[sps 1]
[spss 1]
[spss, 1]
[spurgeon, 1]
[spurious 4]
[sqank 1]
[sqrt(x) 3]
[squank 1]
[square 46]
[square, 1]
[square. 1]
[square: 1]
[squared 1]
[square-root 3]
[squares 46]
[squares, 9]
[squares. 3]
[squares; 1]
[squaring 2]
[squiral 1]
[squiral, 1]
[squire, 1]
[sreenivarsan, 1]
[sreenivasan, 1]
[sru 1]
[ss-80 1]
[s-shape 1]
[s-shaped 2]
[ssive 1]
[sssr, 1]
[sstf 2]
[st. 1]
[stability 15]
[stability. 1]
[stability; 1]
[stabilization 1]
[stabilize 1]
[stable 17]
[stable, 2]
[stably 4]
[stack 21]
[stack, 3]
[stack. 1]
[stacking 1]
[stack-pointer 1]
[stacks 3]
[stacks, 3]
[stacks. 2]
[staff 2]
[staff, 1]
[staff. 2]
[stafford, 2]
[stage 26]
[stage, 2]
[stage. 4]
[stage2 4]
[stages 9]
[staging, 3]
[stake 1]
[staley, 1]
[stand 5]
[standarad 1]
[standard 132]
[standard) 30]
[standard, 5]
[standard. 1]
[standard-form 4]
[standardization 17]
[standardization, 5]
[standardized 4]
[standardized, 2]
[standards 27]
[standards) 2]
[standards, 5]
[standards. 2]
[standards-initial 1]
[standards-processing 1]
[standards-second 1]
[standpoint 2]
[stand-point) 1]
[standpoint, 1]
[stands 1]
[stanfel, 1]
[stanford 3]
[stanford's 1]
[stanley 1]
[stark, 2]
[stark,l. 1]
[starlike 1]
[start 5]
[start, 2]
[start," 1]
[started 1]
[started, 1]
[starting 24]
[starts 1]
[stasus 1]
[statable 1]
[state 54]
[state) 1]
[state, 2]
[state. 5]
[stated 8]
[stated, 2]
[stated. 1]
[statement 43]
[statement) 1]
[statement, 13]
[statement. 3]
[statement: 1]
[statements 54]
[statements) 1]
[statements, 25]
[statements. 11]
[statements; 2]
[states 16]
[states, 6]
[states. 5]
[statesare 1]
[states-only 1]
[state-space 2]
[state-space, 1]
[state-spacer 1]
[state-symbol 1]
[statewide 1]
[static 16]
[statically 2]
[statics 1]
[station 3]
[stationarity 1]
[stationary 6]
[stationary, 1]
[stations 6]
[stations. 2]
[statistic 2]
[statistic, 3]
[statistic. 2]
[statistical 64]
[statistical. 1]
[statistically 10]
[statistically. 1]
[statistics 27]
[statistics, 6]
[statistics. 2]
[stat-pack: 1]
[status 13]
[status, 1]
[status. 2]
[statutes 2]
[steady 1]
[steck, 1]
[steel 2]
[steel, 2]
[steele, 2]
[steep1 3]
[steep2 1]
[steering 2]
[steffens, 1]
[stehfest, 2]
[stein 1]
[stein, 3]
[steinberg, 1]
[stem 1]
[stems 2]
[stenger, 1]
[step 32]
[step, 1]
[step. 2]
[step-by-step 2]
[stepped 1]
[stepping 2]
[steps 19]
[steps, 6]
[steps. 10]
[stepwise 6]
[stereographic 3]
[stereology, 1]
[stereoscopic 1]
[stereotype, 1]
[sterling, 6]
[stern, 1]
[stevens, 2]
[stewart 1]
[stewart, 5]
[stick 4]
[stiefel's 2]
[stiegler, 1]
[stiff 8]
[stiffness 1]
[still 12]
[stillman, 1]
[stimler, 2]
[stimulate 3]
[stimulating 1]
[stimuli, 1]
[stineman, 1]
[stings 1]
[stirling's 1]
[stochastic 16]
[stockhausen, 2]
[stockmal, 3]
[stockman, 2]
[stockmeyer, 1]
[stockton, 1]
[stoer, 1]
[stokes, 1]
[stolz, 1]
[stone, 6]
[stone. 1]
[stonebraker, 1]
[stone's 1]
[stopped 2]
[stopping 6]
[stops 1]
[stops, 1]
[stops. 1]
[storable 1]
[storage 414]
[storage, 60]
[storage. 19]
[storage: 1]
[storage; 1]
[storage-allocation 1]
[storage-efficient 1]
[store 44]
[store" 1]
[store, 10]
[store. 5]
[store.this 1]
[store-and-forward 5]
[stored 49]
[stored. 1]
[stored-program 2]
[stores 4]
[stores, 4]
[stores. 2]
[storing 17]
[storing, 3]
[storm, 1]
[stormy 1]
[strachey, 1]
[strachey. 1]
[straight 4]
[straightforward 12]
[straight-forward 2]
[straightforward, 1]
[straightforward. 2]
[straight-line 1]
[strangely 1]
[strassen 2]
[strategic 3]
[strategical 1]
[strategical, 1]
[strategies 8]
[strategies, 6]
[strategies. 2]
[strategies: 1]
[strategy 26]
[strategy, 8]
[strategy. 3]
[stratification 1]
[stratified 2]
[stratified, 1]
[straus, 1]
[strauss, 2]
[stream 5]
[stream, 2]
[streams 3]
[streams, 2]
[strecker, 1]
[street 1]
[streeter, 1]
[streets, 1]
[strength 3]
[strengthening 1]
[strengthens 1]
[strengths 1]
[stress 3]
[stressed, 2]
[stressed. 2]
[stresses 2]
[stressing 1]
[stretch 3]
[stretch: 1]
[strict 4]
[strictly 4]
[strict-sense 1]
[strike 1]
[striking 3]
[strikingly 1]
[string 80]
[string, 8]
[string. 5]
[stringent 1]
[strings 55]
[strings) 1]
[strings, 11]
[strings. 10]
[strings; 3]
[strings-generating 1]
[stringsort 3]
[stringsort, 1]
[strings-sequence 1]
[strips 2]
[strips. 1]
[strive 1]
[strokes 1]
[strome, 1]
[strong 12]
[strong, 3]
[stronger. 1]
[strongly 13]
[strongly-typed 1]
[stroud, 2]
[struble, 2]
[structural 21]
[structural, 1]
[structure 219]
[-structure 1]
[structure, 60]
[structure. 14]
[structure; 1]
[structure-building 1]
[structured 66]
[structured, 1]
[structured. 1]
[structures 125]
[structure's 1]
[structures* 1]
[structures, 70]
[structures. 19]
[structuring 16]
[structuring, 5]
[strunz, 1]
[stub 1]
[student 29]
[student, 1]
[student-controlled 1]
[student-oriented 1]
[students 25]
[students' 2]
[student's 14]
[students, 9]
[students. 1]
[students's 1]
[studied 17]
[studied. 9]
[studies 24]
[studies, 5]
[studies. 3]
[study 94]
[study, 5]
[study. 2]
[study; 1]
[studying 4]
[stuebing, 1]
[sturges, 1]
[sturgis, 1]
[sturman, 1]
[stutz, 1]
[style 9]
[style, 4]
[style. 1]
[style? 1]
[sub 2]
[subanalyses, 1]
[subareas 1]
[subarrays 2]
[subcalls. 1]
[subchains 2]
[subclass 2]
[subcommittee 8]
[sub-committee 1]
[subcommittee. 1]
[subdiagonals 1]
[subdivided 4]
[subdivision 3]
[subdivisions, 2]
[subexpression 8]
[subexpressions 9]
[subexpressions, 3]
[subexpressions. 4]
[subfamily 1]
[subgoal 5]
[subgraph 2]
[subgraph, 3]
[subgraph. 1]
[subgraphs 1]
[subgraphs, 1]
[subgraphs. 1]
[subgroup 2]
[subintervals 1]
[subject 40]
[subject, 2]
[subject,outline 1]
[subject. 2]
[subjected 6]
[subjects 5]
[subjects. 2]
[sublanguage 4]
[sublanguages 2]
[sublanguages, 1]
[sublist, 1]
[submatrix 2]
[submit 1]
[submitted 5]
[submonitor, 1]
[submonitors. 1]
[suboperating 2]
[suboptimizer 1]
[subordinated 1]
[subplots 2]
[subplots) 1]
[subplots, 1]
[subproblem 1]
[subproblems 3]
[subproblems, 1]
[subprogram 2]
[subprogram. 1]
[subprogramming 1]
[subprogramming. 1]
[subprograms 8]
[subprograms, 1]
[subrecords 3]
[subregions 1]
[subresultant 2]
[subroutine 28]
[subroutine), 1]
[subroutine, 1]
[subroutine. 1]
[subroutines 38]
[subroutines, 5]
[subroutines. 4]
[subscripted 3]
[subscripted-variable 1]
[subscripting 2]
[subscripting, 2]
[subscripts 3]
[subscripts, 4]
[subsegments, 1]
[subsequence 2]
[subsequence, 4]
[subsequence. 1]
[subsequences 2]
[subsequent 14]
[subsequently 2]
[subsequently, 1]
[subset 29]
[subset). 1]
[subset, 3]
[subset. 1]
[subset." 1]
[subsets 13]
[subsets, 2]
[subsets. 3]
[substantial 15]
[substantially 11]
[substantially, 1]
[substantiate 1]
[substantiated 2]
[substantive 1]
[substates 1]
[substitute 1]
[substitute, 1]
[substituted 3]
[substitution 10]
[substitution" 1]
[substitution, 3]
[substitution. 2]
[substitutions 1]
[substring 4]
[substring, 2]
[substrings 2]
[substrings, 1]
[substructure 2]
[substructures. 1]
[subsystem 7]
[subsystem. 1]
[subsystems 6]
[subsystems, 1]
[subsystems. 2]
[subtasks 2]
[subtasks. 1]
[subtle 2]
[subtract 1]
[subtracted 1]
[subtracted. 1]
[subtraction 1]
[subtraction, 4]
[subtraction. 1]
[subtractions 1]
[subtractions, 2]
[subtree 4]
[subtree, 1]
[subtree. 1]
[subtrees 1]
[subtrees, 1]
[subtrees. 2]
[succeed 1]
[succeeds 1]
